date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/mï¿?,PAR (ï¿½mol/mï¿?s),max. PAR (ï¿½mol/mï¿?s),Tlog (degC),OT
2020/3/13 16:00,989.23,9.67,283.71,-1.54,45.38,12.02,5.46,6.57,3.44,5.52,1215.89,4.73,10.39,246.8,0,0,321.33,610.62,650.58,20.18,417
2020/3/13 16:10,989.19,9.77,283.81,-1.44,45.41,12.11,5.5,6.61,3.46,5.56,1215.39,3.63,8.13,235.9,0,0,289.74,553.47,589.96,20.26,416.9
2020/3/13 16:20,989.16,9.89,283.93,-1.56,44.64,12.2,5.45,6.76,3.43,5.51,1214.86,4.51,11.01,236.3,0,0,264.39,505.79,529.54,20.37,417
2020/3/13 16:30,989.18,9.7,283.74,-1.4,45.74,12.05,5.51,6.54,3.47,5.57,1215.67,3.88,7.85,230,0,0,163.58,324.32,486.29,20.5,416.8
2020/3/13 16:40,989.22,9.02,283.06,-1.6,47.2,11.51,5.43,6.08,3.42,5.49,1218.69,3.16,5.61,231.7,0,0,77.67,168.15,422.78,20.62,416.8
2020/3/13 16:50,989.33,8.79,282.82,-1.45,48.47,11.33,5.49,5.84,3.46,5.55,1219.79,2.47,6.53,232.5,0,0,68.41,141.7,201.54,20.66,416.8
2020/3/13 17:00,989.44,8.83,282.85,-1.58,47.88,11.36,5.44,5.92,3.43,5.5,1219.78,4.22,8.97,238.7,0,0,56.74,115.83,145.95,20.61,417
2020/3/13 17:10,989.46,8.83,282.85,-1.77,47.2,11.36,5.36,6,3.38,5.42,1219.84,3.49,7.83,247.7,0,0,37.02,81.08,116.41,20.46,417.3
2020/3/13 17:20,989.57,8.8,282.81,-1.89,46.87,11.34,5.31,6.02,3.35,5.37,1220.13,3.65,6.69,244,0,0,24.55,52.51,74.32,20.23,417.4
2020/3/13 17:30,989.72,8.79,282.78,-2.07,46.29,11.33,5.24,6.09,3.3,5.3,1220.39,3.12,7.49,244.3,0,0,28.37,57.92,69.3,19.97,417.5
2020/3/13 17:40,989.83,8.74,282.73,-2.26,45.78,11.29,5.17,6.12,3.25,5.22,1220.78,3.42,6.41,247,0,0,11.87,28.19,45.17,19.71,417.9
2020/3/13 17:50,989.91,8.7,282.68,-2.34,45.64,11.26,5.14,6.12,3.24,5.19,1221.06,2.61,5.65,248.1,0,0,14.29,32.82,36.29,19.48,418.3
2020/3/13 18:00,990.01,8.63,282.6,-2.32,45.92,11.21,5.15,6.06,3.24,5.2,1221.49,2.32,5.31,252.6,0,0,9.46,23.17,29.92,19.27,418.4
2020/3/13 18:10,990.05,8.48,282.45,-2.26,46.61,11.09,5.17,5.92,3.26,5.22,1222.18,3.27,6.93,240.2,0,0,2.21,8.69,13.32,19.1,418.6
2020/3/13 18:20,990.2,8.41,282.36,-2.33,46.59,11.04,5.14,5.9,3.24,5.2,1222.68,2.7,5.45,241.4,0,0,0,2.12,4.44,18.94,418.8
2020/3/13 18:30,990.72,8.42,282.33,-2.22,46.93,11.05,5.19,5.86,3.26,5.23,1223.26,2.29,4.49,278.7,0,0,0,0,0,18.79,418.9
2020/3/13 18:40,991.1,7.22,281.1,0.57,62.53,10.18,6.37,3.81,4,6.42,1228.41,2.75,6.93,345.9,0,330,0,0,0,18.71,420.3
2020/3/13 18:50,991.38,5.63,279.48,1.36,73.9,9.12,6.74,2.38,4.24,6.8,1235.59,1.75,3.81,342.4,0,0,0,0,0,18.54,420.6
2020/3/13 19:00,991.46,5.22,279.06,1.66,77.7,8.86,6.89,1.98,4.33,6.95,1237.45,0.93,2.44,316.3,0,0,0,0,0,18.24,421.2
2020/3/13 19:10,991.53,5.16,279,1.72,78.4,8.83,6.92,1.91,4.35,6.98,1237.79,0.62,1.72,359.4,0,0,0,0,0,17.92,421.5
2020/3/13 19:20,991.92,5.25,279.06,1.78,78.2,8.88,6.95,1.94,4.37,7,1237.84,1.34,3.93,285.7,0,0,0,0,0,17.63,422
2020/3/13 19:30,992.15,5.34,279.12,1.55,76.5,8.94,6.84,2.1,4.3,6.89,1237.81,2.41,4.29,274.4,0,0,0,0,0,17.39,421.8
2020/3/13 19:40,992.48,5.22,278.98,1.64,77.6,8.86,6.88,1.99,4.32,6.93,1238.74,3.2,6.89,284.2,0.1,390,0,0,0,17.2,421.8
2020/3/13 19:50,992.65,4.2,277.94,1.38,81.8,8.25,6.75,1.5,4.24,6.8,1243.56,2.95,7.39,262.1,0.6,570,0,0,0,17.11,420.4
2020/3/13 20:00,992.23,3.4,277.17,1.22,85.6,7.8,6.67,1.12,4.19,6.73,1246.67,1.76,4.93,258.7,0,0,0,0,0,16.75,420
2020/3/13 20:10,992.27,3.39,277.17,1.28,86,7.79,6.7,1.09,4.21,6.76,1246.73,1.18,2.8,264.8,0,0,0,0,0,16.31,420.2
2020/3/13 20:20,992.33,3.55,277.32,1.28,85,7.88,6.7,1.18,4.21,6.75,1246.09,1.55,2.48,242.1,0,0,0,0,0,15.93,420.2
2020/3/13 20:30,992.38,3.69,277.45,1.34,84.6,7.96,6.73,1.23,4.23,6.78,1245.53,1.1,3,250.5,0,0,0,0,0,15.6,420.9
2020/3/13 20:40,992.44,3.84,277.6,1.32,83.5,8.05,6.72,1.33,4.22,6.77,1244.91,1.88,4.05,244.9,0,0,0,0,0,15.34,420.8
2020/3/13 20:50,992.54,3.94,277.7,1.3,82.8,8.1,6.71,1.39,4.22,6.76,1244.59,1.72,4.45,256.1,0,0,0,0,0,15.11,420.8
2020/3/13 21:00,992.6,4.09,277.84,1.36,82.3,8.19,6.74,1.45,4.23,6.79,1243.98,2.07,4.27,248.8,0,0,0,0,0,14.91,421
2020/3/13 21:10,992.65,4.22,277.96,1.45,82.1,8.26,6.78,1.48,4.26,6.83,1243.45,1.92,3.53,261.1,0,0,0,0,0,14.74,420.9
2020/3/13 21:20,992.79,4.3,278.04,1.36,81.1,8.31,6.74,1.57,4.23,6.79,1243.26,2.3,3.79,261.5,0,0,0,0,0,14.61,421
2020/3/13 21:30,992.82,4.41,278.14,1.35,80.4,8.38,6.73,1.64,4.23,6.78,1242.82,1.52,3.81,279.2,0,0,0,0,0,14.51,421.3
2020/3/13 21:40,992.92,4.53,278.26,1.36,79.8,8.45,6.74,1.71,4.23,6.79,1242.4,0.92,2.28,273,0,0,0,0,0,14.42,421.7
2020/3/13 21:50,992.97,4.62,278.35,1.35,79.2,8.5,6.73,1.77,4.23,6.78,1242.06,1.46,2.44,260.8,0,0,0,0,0,14.37,421.7
2020/3/13 22:00,993.05,4.73,278.45,1.27,78.2,8.57,6.7,1.87,4.21,6.75,1241.7,1.3,2.2,253.9,0,0,0,0,0,14.35,421.7
2020/3/13 22:10,993.17,4.84,278.54,1.27,77.6,8.63,6.7,1.93,4.21,6.74,1241.37,2.21,3.93,261,0,0,0,0,0,14.36,421.8
2020/3/13 22:20,993.29,4.89,278.58,1.26,77.3,8.66,6.69,1.97,4.2,6.74,1241.3,1.8,3,262.5,0,0,0,0,0,14.37,422.1
2020/3/13 22:30,993.35,4.88,278.57,1.22,77.1,8.66,6.67,1.98,4.19,6.72,1241.42,2.12,4.57,256.6,0,0,0,0,0,14.39,422.2
2020/3/13 22:40,993.44,4.74,278.42,1.14,77.4,8.57,6.63,1.94,4.16,6.68,1242.19,1.42,2.36,259,0,0,0,0,0,14.41,422.3
2020/3/13 22:50,993.59,4.64,278.31,1.04,77.4,8.51,6.59,1.92,4.13,6.63,1242.84,1.94,2.72,256.5,0,0,0,0,0,14.42,422.3
2020/3/13 23:00,993.67,4.56,278.22,0.98,77.5,8.46,6.56,1.9,4.12,6.6,1243.32,1.85,4.09,260,0,0,0,0,0,14.41,422.4
2020/3/13 23:10,993.76,4.42,278.08,0.93,78,8.38,6.54,1.84,4.1,6.58,1244.06,1.29,1.92,258.4,0,0,0,0,0,14.38,422.7
2020/3/13 23:20,993.77,4.3,277.96,0.89,78.4,8.31,6.52,1.8,4.09,6.56,1244.62,1.05,1.88,270.5,0,0,0,0,0,14.33,422.8
2020/3/13 23:30,993.87,4.32,277.97,0.82,77.9,8.32,6.48,1.84,4.07,6.52,1244.67,1.26,2.32,293.4,0,0,0,0,0,14.29,423.1
2020/3/13 23:40,993.86,4.16,277.81,0.77,78.5,8.23,6.46,1.77,4.05,6.5,1245.4,0.52,1.36,266.5,0,0,0,0,0,14.25,423.6
2020/3/13 23:50,993.93,4.04,277.68,0.72,78.9,8.16,6.44,1.72,4.04,6.48,1246.04,0.64,1.42,217.2,0,0,0,0,0,14.21,423.9
2020/3/14 0:00,994.05,4,277.64,0.72,79.1,8.14,6.44,1.7,4.04,6.48,1246.34,0.45,1.16,254.2,0,0,0,0,0,14.17,424.1
2020/3/14 0:10,994.1,3.87,277.5,0.66,79.5,8.06,6.41,1.65,4.02,6.45,1247.02,0.78,1.28,218.4,0,0,0,0,0,14.13,424.4
2020/3/14 0:20,994.13,3.83,277.46,0.71,80,8.04,6.43,1.61,4.03,6.47,1247.22,1.03,2.6,252.7,0,0,0,0,0,14.1,424.2
2020/3/14 0:30,994.11,3.85,277.48,0.73,80,8.05,6.44,1.61,4.04,6.48,1247.1,0.76,1.64,226.4,0,0,0,0,0,14.07,424.1
2020/3/14 0:40,994.2,3.8,277.43,0.75,80.4,8.03,6.45,1.57,4.05,6.49,1247.42,0.56,1.08,226.9,0,0,0,0,0,14.07,424.4
2020/3/14 0:50,994.3,3.89,277.5,0.8,80.2,8.07,6.48,1.6,4.06,6.51,1247.15,1.09,1.86,252.5,0,0,0,0,0,14.09,424.3
2020/3/14 1:00,994.36,3.95,277.55,0.72,79.4,8.11,6.44,1.67,4.04,6.47,1246.99,1.3,2,258.7,0,0,0,0,0,14.14,423.8
2020/3/14 1:10,994.46,4.04,277.64,0.72,78.9,8.16,6.44,1.72,4.04,6.47,1246.72,0.99,1.84,278.8,0,0,0,0,0,14.2,423.6
2020/3/14 1:20,994.5,3.98,277.58,0.63,78.7,8.13,6.4,1.73,4.01,6.43,1247.02,1.37,2.12,254.9,0,0,0,0,0,14.27,423.3
2020/3/14 1:30,994.55,3.87,277.47,0.58,79,8.06,6.37,1.69,3.99,6.41,1247.58,1.95,2.68,254.9,0,0,0,0,0,14.32,423.3
2020/3/14 1:40,994.57,3.86,277.45,0.57,79,8.06,6.36,1.69,3.99,6.4,1247.67,2.38,3.41,251,0,0,0,0,0,14.35,423.2
2020/3/14 1:50,994.64,3.89,277.48,0.56,78.8,8.07,6.36,1.71,3.99,6.4,1247.64,2.69,3.69,250.5,0,0,0,0,0,14.33,423
2020/3/14 2:00,994.66,4.02,277.6,0.55,78,8.15,6.35,1.79,3.98,6.39,1247.08,2.37,3.69,252.5,0,0,0,0,0,14.3,422.8
2020/3/14 2:10,994.67,4.13,277.72,0.51,77.2,8.21,6.34,1.87,3.97,6.37,1246.58,1.91,2.56,255.6,0,0,0,0,0,14.26,422.5
2020/3/14 2:20,994.66,4.2,277.79,0.49,76.7,8.25,6.33,1.92,3.97,6.37,1246.26,1.58,2.4,254.5,0,0,0,0,0,14.24,422.7
2020/3/14 2:30,994.65,4.2,277.79,0.51,76.8,8.25,6.34,1.91,3.97,6.37,1246.25,1.59,2.2,254.2,0,0,0,0,0,14.24,422.8
2020/3/14 2:40,994.68,4.19,277.78,0.54,77,8.25,6.35,1.9,3.98,6.39,1246.32,1.44,2.16,258.2,0,0,0,0,0,14.27,422.8
2020/3/14 2:50,994.67,4.2,277.79,0.51,76.8,8.25,6.34,1.91,3.97,6.37,1246.26,1.29,1.96,258,0,0,0,0,0,14.31,422.8
2020/3/14 3:00,994.66,4.2,277.78,0.54,77,8.25,6.35,1.9,3.98,6.39,1246.29,1.58,3.04,261.9,0,0,0,0,0,14.37,423.2
2020/3/14 3:10,994.63,4.06,277.64,0.67,78.5,8.17,6.41,1.76,4.02,6.45,1246.85,1.67,3.32,254.5,0,0,0,0,0,14.44,423.6
2020/3/14 3:20,994.54,3.83,277.43,0.77,80.3,8.04,6.46,1.58,4.05,6.49,1247.71,2.49,4.01,253.3,0,0,0,0,0,14.5,423.2
2020/3/14 3:30,994.45,3.75,277.35,0.65,80.1,7.99,6.4,1.59,4.01,6.44,1248.01,2.28,3.73,254.4,0,0,0,0,0,14.53,421.7
2020/3/14 3:40,994.41,3.86,277.46,0.7,79.8,8.05,6.43,1.63,4.03,6.46,1247.46,1.79,2.92,249,0,0,0,0,0,14.51,421.4
2020/3/14 3:50,994.48,3.87,277.47,0.75,80,8.06,6.45,1.61,4.04,6.49,1247.48,1.89,2.52,249.3,0,0,0,0,0,14.48,421.5
2020/3/14 4:00,994.49,3.85,277.45,0.77,80.2,8.05,6.46,1.59,4.05,6.49,1247.57,1.82,2.64,251.5,0,0,0,0,0,14.47,421.5
2020/3/14 4:10,994.52,3.94,277.53,0.8,79.9,8.1,6.47,1.63,4.06,6.51,1247.21,0.84,1.48,244.7,0,0,0,0,0,14.46,421.9
2020/3/14 4:20,994.58,3.98,277.57,0.88,80.1,8.13,6.51,1.62,4.08,6.54,1247.07,0.49,0.88,202,0,0,0,0,0,14.47,422.7
2020/3/14 4:30,994.66,3.87,277.46,1.01,81.5,8.06,6.57,1.49,4.12,6.61,1247.64,1.46,2.44,63.17,0,0,0,0,0,14.51,425.8
2020/3/14 4:40,994.76,3.69,277.27,1,82.5,7.96,6.57,1.39,4.12,6.6,1248.57,1.98,3.12,28.71,0,0,0,0,0,14.56,424.8
2020/3/14 4:50,994.82,3.5,277.07,1.09,84.2,7.85,6.61,1.24,4.14,6.65,1249.51,1.98,2.84,22.4,0,0,0,0,0,14.58,426.4
2020/3/14 5:00,994.9,3.38,276.94,1.22,85.7,7.79,6.67,1.11,4.18,6.71,1250.13,2.92,4.41,36.3,0,0,0,0,0,14.54,427.5
2020/3/14 5:10,994.89,3.21,276.78,1.25,86.9,7.7,6.69,1.01,4.19,6.72,1250.86,3.28,5.29,29.02,0,0,0,0,0,14.45,428.4
2020/3/14 5:20,995.01,3.04,276.6,0.88,85.6,7.6,6.51,1.1,4.08,6.54,1251.85,2.97,4.69,41.05,0,0,0,0,0,14.31,426.4
2020/3/14 5:30,995.19,2.87,276.41,-0.11,80.7,7.51,6.06,1.45,3.8,6.09,1253.08,3.59,4.81,45.79,0,0,0,0,0,14.13,423.4
2020/3/14 5:40,995.29,2.78,276.31,-0.6,78.3,7.46,5.84,1.62,3.66,5.87,1253.71,2.77,3.87,39.87,0,0,0,0,0,13.93,422.9
2020/3/14 5:50,995.38,2.7,276.23,-0.87,77.2,7.42,5.73,1.69,3.59,5.76,1254.23,2.54,3.37,30.65,0,0,0,0,0,13.73,423.4
2020/3/14 6:00,995.4,2.67,276.19,-0.87,77.4,7.4,5.73,1.67,3.59,5.76,1254.41,2.5,3.67,40.82,0,0,0,0,0,13.54,423.7
2020/3/14 6:10,995.5,2.57,276.09,-1.05,76.9,7.35,5.65,1.7,3.54,5.68,1255.01,2.17,4.09,33.04,0,0,0,0,0,13.38,424
2020/3/14 6:20,995.52,2.47,275.98,-1.46,75.2,7.3,5.49,1.81,3.44,5.51,1255.59,2.92,4.03,37.78,0,0,0,1.35,2.51,13.23,423.1
2020/3/14 6:30,995.56,2.43,275.94,-1.53,75,7.28,5.46,1.82,3.42,5.48,1255.85,2.33,3.65,41.55,0,0,1.21,3.86,6.95,13.08,423
2020/3/14 6:40,995.63,2.39,275.89,-1.77,73.9,7.26,5.36,1.89,3.36,5.39,1256.17,2.34,3.57,36.17,0,0,3.62,9.85,13.32,12.94,423
2020/3/14 6:50,995.72,2.39,275.89,-1.67,74.4,7.26,5.4,1.86,3.38,5.42,1256.23,2.38,3.16,44.91,0,0,10.26,21.24,31.08,12.82,423.5
2020/3/14 7:00,995.76,2.43,275.93,-1.67,74.2,7.28,5.4,1.88,3.38,5.42,1256.12,1.92,3.45,46.18,0,0,17.71,37.84,43.82,12.71,423.9
2020/3/14 7:10,995.87,2.46,275.94,-1.57,74.6,7.29,5.44,1.85,3.41,5.46,1256.1,1.49,2.32,51.91,0,0,24.14,50.97,61.58,12.63,423.8
2020/3/14 7:20,995.94,2.44,275.92,-1.52,75,7.29,5.46,1.82,3.42,5.49,1256.25,1.16,1.72,80.4,0,0,35.41,75.1,92.28,12.59,424.8
2020/3/14 7:30,996.09,2.43,275.9,-1.44,75.5,7.28,5.49,1.78,3.44,5.52,1256.5,0.96,1.6,43.97,0,0,59.15,115.83,125.29,12.58,425
2020/3/14 7:40,996.19,2.43,275.89,-1.55,74.9,7.28,5.45,1.83,3.41,5.47,1256.63,1.69,2.32,42.68,0,0,60.76,118.92,126.45,12.61,424.4
2020/3/14 7:50,996.27,2.43,275.89,-1.73,73.9,7.28,5.38,1.9,3.37,5.4,1256.77,1.88,2.88,68.7,0,0,73.44,146.14,157.72,12.67,422.9
2020/3/14 8:00,996.41,2.42,275.86,-2.07,72.1,7.27,5.24,2.03,3.28,5.26,1257.05,2.73,4.17,55.49,0,0,89.13,177.22,188.22,12.73,423.2
2020/3/14 8:10,996.48,2.33,275.77,-2.42,70.7,7.23,5.11,2.12,3.2,5.13,1257.62,3.14,4.41,52.96,0,0,88.93,179.73,206.56,12.78,423.9
2020/3/14 8:20,996.58,2.32,275.75,-2.39,70.9,7.22,5.12,2.1,3.2,5.14,1257.79,2.86,3.69,56.78,0,0,109.46,219.69,251.16,12.8,425.2
2020/3/14 8:30,996.64,2.34,275.77,-2.3,71.3,7.23,5.16,2.08,3.22,5.17,1257.74,2.49,3.77,45.09,0,0,136.62,272.39,308.3,12.79,425.4
2020/3/14 8:40,996.64,2.36,275.79,-2.22,71.6,7.24,5.19,2.06,3.24,5.2,1257.65,2.74,3.99,44.65,0,0,162.37,320.27,329.54,12.77,425.3
2020/3/14 8:50,996.74,2.51,275.92,-2.06,71.7,7.32,5.25,2.07,3.28,5.26,1257.08,2.18,3.04,47.75,0,0,205.63,398.84,702.51,12.76,424.8
2020/3/14 9:00,996.75,2.79,276.21,-1.84,71.4,7.47,5.33,2.14,3.33,5.35,1255.75,1.98,3.08,41.17,0,0,225.15,437.45,685.33,12.78,424.7
2020/3/14 9:10,996.85,3.01,276.42,-1.71,71,7.59,5.39,2.2,3.37,5.4,1254.86,1.82,3.04,34.56,0,0,286.32,548.46,848.45,12.88,424
2020/3/14 9:20,996.86,3.54,276.95,-1.44,69.77,7.88,5.5,2.38,3.44,5.51,1252.41,2.43,3.65,50.71,0,0,443.46,801.35,906.95,13.05,422.7
2020/3/14 9:30,996.81,3.74,277.15,-1.57,68.12,7.99,5.44,2.55,3.4,5.46,1251.47,2.25,3.45,55.48,0,0,253.72,501.16,767.95,13.34,422.1
2020/3/14 9:40,996.87,3.92,277.32,-1.36,68.32,8.09,5.53,2.56,3.46,5.54,1250.72,1.51,2.68,51.01,0,0,402.62,757.34,1036.29,13.72,421.3
2020/3/14 9:50,996.89,4.59,278,-1.14,66.23,8.48,5.62,2.86,3.51,5.64,1247.64,1.31,2.24,171.9,0,0,285.51,565.25,916.41,14.14,422.6
2020/3/14 10:00,996.89,4.87,278.27,-1.11,65.11,8.65,5.63,3.02,3.52,5.65,1246.41,0.99,2.24,189.3,0,0,455.53,862.55,1017.76,14.61,422.2
2020/3/14 10:10,996.91,4.89,278.3,-1.19,64.6,8.66,5.6,3.07,3.5,5.61,1246.34,0.91,2.24,77.8,0,0,445.47,840.93,1080.12,15.15,422
2020/3/14 10:20,996.91,5.29,278.7,-0.96,63.89,8.91,5.69,3.22,3.56,5.71,1244.5,0.9,2.56,259.1,0,0,491.35,933.2,1082.62,15.75,423.3
2020/3/14 10:30,996.96,5.56,278.96,-0.87,63.15,9.08,5.73,3.34,3.58,5.75,1243.35,1.05,2.44,169.9,0,0,507.04,959.65,1033.01,16.36,424.6
2020/3/14 10:40,996.97,6.37,279.77,-0.45,61.56,9.6,5.91,3.69,3.69,5.93,1239.7,0.9,2.24,196.9,0,0,559.36,1051.35,1082.62,16.99,423.4
2020/3/14 10:50,996.99,6.56,279.96,-0.66,59.84,9.73,5.82,3.91,3.64,5.84,1238.93,1.39,3.04,204.2,0,0,592.15,1033.01,1139.38,17.63,425.4
2020/3/14 11:00,997,6.8,280.2,-1,57.4,9.89,5.68,4.21,3.55,5.69,1237.93,1.3,2.46,175.8,0,0,636.22,982.82,1229.54,18.29,424
2020/3/14 11:10,997.08,7.55,280.95,-0.92,54.85,10.41,5.71,4.7,3.57,5.73,1234.69,1.23,3,190.9,0,0,646.88,1208.11,1424.71,18.95,420.9
2020/3/14 11:20,997.11,7.02,280.41,-1.43,54.76,10.04,5.5,4.54,3.44,5.51,1237.17,1.53,2.74,140.3,0,0,499.4,971.04,1519.3,19.61,420.5
2020/3/14 11:30,997.1,6.35,279.74,-1.05,58.99,9.59,5.66,3.93,3.54,5.67,1240.04,1.72,2.84,85.4,0,0,448.29,878.18,1584.94,20.2,420
2020/3/14 11:40,997.12,6.27,279.66,-1.16,58.84,9.53,5.61,3.92,3.51,5.63,1240.45,1.65,3.08,96.6,0,0,600.4,1133.59,1366.79,20.66,419.3
2020/3/14 11:50,997.04,6.66,280.06,-1.85,54.45,9.79,5.33,4.46,3.33,5.35,1238.76,2.21,3.68,142.7,0,0,613.68,1162.55,1378.38,20.97,419.1
2020/3/14 12:00,997.01,7.08,280.48,-1.72,53.37,10.08,5.38,4.7,3.36,5.4,1236.83,2.01,3.4,178.9,0,0,716.7,1340.35,1407.33,21.19,418.2
2020/3/14 12:10,997.02,7.15,280.55,-2.03,51.91,10.13,5.26,4.87,3.29,5.27,1236.6,2.19,3.92,175.3,0,0,775.25,1442.08,1484.56,21.37,417.9
2020/3/14 12:20,997,7.45,280.85,-2.01,50.93,10.34,5.27,5.07,3.29,5.28,1235.24,1.2,4.41,183.7,0,0,680.68,1279.73,1399.61,21.56,417.6
2020/3/14 12:30,996.99,7.55,280.95,-1.82,51.31,10.41,5.34,5.07,3.34,5.36,1234.75,2.33,4.59,178.5,0,0,664.79,1251.35,1262.74,21.77,417
2020/3/14 12:40,996.99,7.41,280.81,-1.88,51.58,10.31,5.32,4.99,3.33,5.34,1235.39,3.31,5.01,179.6,0,0,664.59,1249.81,1327.03,21.97,417
2020/3/14 12:50,996.89,7.14,280.55,-2.01,52.03,10.12,5.27,4.86,3.29,5.28,1236.47,3.33,4.28,188.1,0,0,620.93,1176.45,1304.83,22.13,416.9
2020/3/14 13:00,996.75,7.38,280.8,-2.28,50.16,10.29,5.16,5.13,3.23,5.18,1235.29,3.23,4.93,173.2,0,0,636.82,1189.57,1288.61,22.22,417.1
2020/3/14 13:10,996.75,7.5,280.92,-2.41,49.28,10.38,5.11,5.26,3.2,5.13,1234.78,2.04,4.32,163.7,0,0,287.12,585.91,1285.13,22.24,418.9
2020/3/14 13:20,996.74,7.65,281.07,-2.44,48.68,10.48,5.1,5.38,3.19,5.12,1234.12,2.34,4.81,155.5,0,0,640.84,1204.63,1239,22.21,416.5
2020/3/14 13:30,996.68,7.84,281.27,-2.32,48.48,10.62,5.15,5.47,3.22,5.17,1233.19,2.64,4.45,178.3,0,0,592.15,1123.55,1218.34,22.18,416.4
2020/3/14 13:40,996.57,7.66,281.1,-2.21,49.47,10.49,5.19,5.3,3.25,5.21,1233.82,2.72,4.06,197.7,0,0,570.02,1079.15,1197.1,22.2,418.4
2020/3/14 13:50,996.46,7.9,281.35,-2.54,47.47,10.67,5.06,5.6,3.17,5.08,1232.69,2.06,3.92,115.8,0,0,540.04,1027.61,1165.25,22.26,415.5
2020/3/14 14:00,996.38,7.9,281.35,-2.37,48.1,10.67,5.13,5.54,3.21,5.15,1232.56,1.87,3.88,128.1,0,0,460.16,890.15,1151.35,22.36,415.6
2020/3/14 14:10,996.37,7.78,281.23,-2.29,48.76,10.58,5.16,5.42,3.23,5.18,1233.06,2.36,4.53,143.2,0,0,376.86,741.12,1097.88,22.49,415
2020/3/14 14:20,996.29,8.5,281.96,-2.42,46,11.11,5.11,6,3.2,5.13,1229.83,1.66,3.64,152.6,0,0,545.88,1034.56,1058.49,22.6,416.6
2020/3/14 14:30,996.26,8.67,282.13,-2.69,44.56,11.24,5.01,6.23,3.13,5.03,1229.1,2.43,4.24,166.3,0,0,522.54,991.12,1035.52,22.69,415.7
2020/3/14 14:40,996.26,8.37,281.83,-2.78,45.17,11.01,4.97,6.04,3.11,4.99,1230.43,2.37,4.73,150.5,0,0,505.83,958.3,991.7,22.81,416.1
2020/3/14 14:50,996.19,8.42,281.89,-2.5,45.98,11.05,5.08,5.97,3.18,5.1,1230.07,1.51,3.08,197.1,0,0,476.86,906.18,936.68,22.96,414.4
2020/3/14 15:00,996.18,8.38,281.85,-2.57,45.86,11.02,5.05,5.97,3.16,5.07,1230.25,3.16,4.53,117.6,0,0,466.2,883.2,897.68,23.13,414.2
2020/3/14 15:10,996.15,8.5,281.97,-2.47,45.81,11.11,5.09,6.02,3.18,5.11,1229.67,2.24,4.16,139.2,0,0,442.86,837.45,866.79,23.3,414
2020/3/14 15:20,996.06,8.98,282.46,-2.34,44.79,11.48,5.14,6.34,3.22,5.16,1227.45,1.58,2.68,147.6,0,0,420.12,797.3,821.04,23.44,414.9
2020/3/14 15:30,996.09,9.13,282.61,-2.66,43.29,11.59,5.02,6.58,3.14,5.04,1226.88,2.7,4.93,140,0,0,392.96,744.01,777.61,23.57,414.7
2020/3/14 15:40,996.06,8.56,282.04,-3.07,43.64,11.16,4.87,6.29,3.05,4.89,1229.4,2.51,4.57,114.6,0,0,360.97,683.78,697.49,23.71,414
2020/3/14 15:50,996,8.55,282.03,-3.1,43.57,11.15,4.86,6.29,3.04,4.88,1229.38,1.8,2.9,103.6,0,0,340.64,644.59,678.38,23.8,414.2
2020/3/14 16:00,996.08,8.55,282.03,-2.95,44.06,11.15,4.91,6.24,3.07,4.93,1229.45,2.04,4.28,112.4,0,0,315.9,599.81,622.78,23.86,414.2
2020/3/14 16:10,996.09,8.78,282.26,-2.69,44.22,11.32,5.01,6.32,3.13,5.03,1228.42,1.6,3.88,112.8,0,0,298.19,564.67,594.79,23.9,414.6
2020/3/14 16:20,996.1,9.04,282.52,-2.3,44.74,11.52,5.16,6.37,3.23,5.18,1227.23,1.67,3.18,132.7,0,0,268.81,508.69,528.38,23.93,414.3
2020/3/14 16:30,996.01,9.26,282.74,-2.29,44.11,11.7,5.16,6.54,3.23,5.18,1226.16,2.2,4.16,133.9,0,0,244.27,462.35,490.15,23.95,414.1
2020/3/14 16:40,996.07,8.62,282.1,-2.67,44.79,11.2,5.02,6.18,3.14,5.04,1229.08,2.25,4.06,100.7,0,0,219.11,413.13,436.49,23.98,413.9
2020/3/14 16:50,996.03,8.52,282,-2.78,44.73,11.13,4.98,6.15,3.11,5,1229.49,2.65,5.29,125.8,0,0,190.95,359.65,387.26,23.95,414.4
2020/3/14 17:00,996,8.46,281.94,-2.81,44.79,11.08,4.96,6.12,3.11,4.98,1229.72,2.2,4.2,122.2,0,0,164.19,306.18,332.43,23.87,414.5
2020/3/14 17:10,995.99,8.51,281.99,-2.67,45.12,11.12,5.02,6.1,3.14,5.04,1229.47,1.84,2.68,195.9,0,0,138.03,253.67,280.31,23.75,415.1
2020/3/14 17:20,995.98,8.26,281.74,-2.89,45.14,10.93,4.93,6,3.09,4.95,1230.58,1.59,2.84,191.8,0,0,101.41,186.1,218.15,23.61,414.9
2020/3/14 17:30,995.96,8.35,281.84,-2.54,46.04,11,5.06,5.93,3.17,5.08,1230.11,1.22,3.42,157.1,0,0,86.92,152.12,178.57,23.44,415.4
